path,tipo_file,stato_git,tracked,categoria,prodotto_target,azione_futura,modalità_condivisione,decisione,dipendenze_principali,motivazione,note
artifacts/ingestion/d1c4-inventory-out.json,json,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/d1c4-local-editorial-smoke.mjs,mjs,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/d1c4-prod-editorial.mjs,mjs,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/d1c4-publish-out.json,json,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/d1c4-rls-matrix.sql,sql,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/d1c4-validate-out.json,json,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/d1c4-wb-spotcheck.mjs,mjs,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/d1d3-redirect-probe.mjs,mjs,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/d1d3-redirect-probe.ts,ts,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/d1d4-rls-out.json,json,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/dry-worldbank-indicators-2026-08-13T14-40-32-943Z/manifest.json,json,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/dry-worldbank-indicators-2026-08-13T15-10-11-232Z/manifest.json,json,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/dry-worldbank-indicators-2026-08-13T15-11-02-552Z/manifest.json,json,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/dry-worldbank-indicators-2026-08-13T15-11-55-098Z/manifest.json,json,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/dry-worldbank-indicators-2026-08-13T15-27-04-507Z/manifest.json,json,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/dry-worldbank-indicators-2026-08-13T15-27-31-674Z/manifest.json,json,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/dry-worldbank-indicators-2026-08-13T15-28-59-755Z/manifest.json,json,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/prod-validate-obs.mjs,mjs,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/production-write-guard.mjs,mjs,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
artifacts/ingestion/production-write-guard.test.mjs,test,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,toolchain repository,Evidenza locale o artefatto di esecuzione non operativo,Stato iniziale pulito
docs/architecture/access/application-access-m8.2-validation-report-v1.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/access/application-access-migration-plan-v1.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/access/application-access-model-v1.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/access/application-access-physical-v1.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/application/application-architecture-v1.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/application/application-implementation-plan-v1.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/application/application-v1-deployment-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/application-v1-final-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/c2-cultura-hub-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/c3-cultural-taxonomy-enrichment-plan.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NEL_REPOSITORY_CENTRO_STUDI,,DEFINITIVA,decisioni architetturali,Hub culturale/editoriale più vicino alla missione del Centro Studi,Stato iniziale pulito
docs/architecture/application/c3-cultural-taxonomy-enrichment-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/c4-cultura-v2-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/p2-application-foundation-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/p3-identity-business-workspace-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/p4-public-core-domains-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/p4.5-ecosystem-ux-information-architecture-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/p5-editorial-admin-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/p6-e2e-hardening-release-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/p7.3-public-person-profile-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/p7.4-frontend-humanization-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/p7.5-production-ux-copy-polish-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/p7.6-established-platform-voice-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/p7.7-final-human-ux-editorial-polish-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/p7.7-final-ux-copy-cleanup-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/application/p7.8-layout-density-footer-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/external-data/d1-b-opportunities-ingestion-contract.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/external-data/d1-b-opportunities-pilot-mapping.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/external-data/d1-b-opportunities-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/external-data/d1-b1-opportunities-local-ingestion-validation.md,documentazione,clean,true,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,decisioni architetturali,Catalogo o utilità tecnica neutrale riusabile senza database operativo condiviso,Stato iniziale pulito
docs/architecture/external-data/d1-b2-opportunities-production-pilot-validation.md,documentazione,clean,true,CONDIVISO,Entrambi con versioni indipendenti,ESTRARRE_O_DUPLICARE,PACKAGE_VERSIONATO,DEFINITIVA,decisioni architetturali,Catalogo o utilità tecnica neutrale riusabile senza database operativo condiviso,Stato iniziale pulito
docs/architecture/external-data/d1-b3-opportunities-editorial-publication-validation.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,decisioni architetturali,"Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
docs/architecture/external-data/d1-b4-questionable-opportunities-resolution.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/external-data/d1-c-markets-population-block-determination.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/external-data/d1-c1-world-bank-pilot-dry-run-validation.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NEL_REPOSITORY_CENTRO_STUDI,,DEFINITIVA,decisioni architetturali,"Finalità statistica, documentale o redazionale del Centro Studi",Stato iniziale pulito
docs/architecture/external-data/d1-c2-world-bank-local-pilot-validation.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NEL_REPOSITORY_CENTRO_STUDI,,DEFINITIVA,decisioni architetturali,"Finalità statistica, documentale o redazionale del Centro Studi",Stato iniziale pulito
docs/architecture/external-data/d1-c3-world-bank-production-pilot-validation.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NEL_REPOSITORY_CENTRO_STUDI,,DEFINITIVA,decisioni architetturali,"Finalità statistica, documentale o redazionale del Centro Studi",Stato iniziale pulito
docs/architecture/external-data/d1-c4-international-markets-editorial-publication-validation.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,decisioni architetturali,"Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
docs/architecture/external-data/d1-d2-contenuti-acquisition-contract.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,decisioni architetturali,"Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
docs/architecture/external-data/d1-d3-contenuti-production-pilot-validation.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,decisioni architetturali,"Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
docs/architecture/external-data/d1-d4-contenuti-editorial-publication-validation.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_E_SCINDERE_LINK_COMMERCIALI,,DEFINITIVA,decisioni architetturali,"Funzione prevalentemente editoriale; i collegamenti commerciali richiedono API read-only o duplicazione controllata",Stato iniziale pulito
docs/architecture/external-data/d1-d5-eventi-enablement-block-determination.md,documentazione,clean,true,CONDIVISO,Entrambi con istanze separate,ESTRARRE_MOTORE_E_DUPLICARE_SCHEMA,SCHEMA_TEMPLATE_DUPLICATO,DEFINITIVA,decisioni architetturali,"Schema o motore eventi generico; tassonomie e dati devono restare separati per finalità",Stato iniziale pulito
docs/architecture/external-data/d1-d5-eventi-enablement-validation.md,documentazione,clean,true,CONDIVISO,Entrambi con istanze separate,ESTRARRE_MOTORE_E_DUPLICARE_SCHEMA,SCHEMA_TEMPLATE_DUPLICATO,DEFINITIVA,decisioni architetturali,"Schema o motore eventi generico; tassonomie e dati devono restare separati per finalità",Stato iniziale pulito
docs/architecture/external-data/d1-d6-eventi-acquisition-contract.md,documentazione,clean,true,CONDIVISO,Entrambi con istanze separate,ESTRARRE_MOTORE_E_DUPLICARE_SCHEMA,SCHEMA_TEMPLATE_DUPLICATO,DEFINITIVA,decisioni architetturali,"Schema o motore eventi generico; tassonomie e dati devono restare separati per finalità",Stato iniziale pulito
docs/architecture/external-data/d1-d7-eventi-production-migration-apply.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_E_SCINDERE_EVENTI_EDITORIALI,,DEFINITIVA,decisioni architetturali,Evento potenzialmente commerciale o editoriale: richiede tassonomia e ownership esplicite,Stato iniziale pulito
docs/architecture/external-data/d1-local-artifacts-reconciliation.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/external-data/d1.1-external-data-discovery-report.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/external-data/d1.2-data-mapping-ingestion-contract.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/external-data/d1.2-ingestion-validation-report.md,documentazione,clean,true,ARCHIVIO,Archivio storico,CONSERVARE_SENZA_CANCELLARE,,DEFINITIVA,decisioni architetturali,"Documento di evidenza o revisione storica, non fonte normativa futura",Stato iniziale pulito
docs/architecture/external-data/d1.2-observatory-pilot-mapping.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NEL_REPOSITORY_CENTRO_STUDI,,DEFINITIVA,decisioni architetturali,"Finalità statistica, documentale o redazionale del Centro Studi",Stato iniziale pulito
docs/architecture/external-data/d1.3-pilot-ingestion-plan.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/external-data/d1.3a-1a-observatory-production-writer-review.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NEL_REPOSITORY_CENTRO_STUDI,,DEFINITIVA,decisioni architetturali,"Finalità statistica, documentale o redazionale del Centro Studi",Stato iniziale pulito
docs/architecture/external-data/d1.3a-1b-eurostat-production-ingestion-validation.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NEL_REPOSITORY_CENTRO_STUDI,,DEFINITIVA,decisioni architetturali,"Finalità statistica, documentale o redazionale del Centro Studi",Stato iniziale pulito
docs/architecture/external-data/d1.3a-observatory-first-ingestion-report.md,documentazione,clean,true,CENTRO_STUDI,Immigrati Imprenditori - Centro Studi sull'Imprenditoria Migrante,MIGRARE_NEL_REPOSITORY_CENTRO_STUDI,,DEFINITIVA,decisioni architetturali,"Finalità statistica, documentale o redazionale del Centro Studi",Stato iniziale pulito
docs/architecture/external-data/external-data-acquisition-roadmap.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/external-data/external-data-domain-mapping.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
docs/architecture/external-data/external-data-provenance-contract.md,documentazione,clean,true,PONTE_IMPRESE,PonteImprese,MIGRARE_NEL_REPOSITORY_PONTE,,DEFINITIVA,decisioni architetturali,"Dominio operativo, commerciale o identitario della piattaforma B2B",Stato iniziale pulito
